memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
recalled,1,12,He was then relaxed and thought I should get on with it.,0.125,0.25,0.375
retold,2,1,We found out that we enjoy a lot of the same things and are able to enjoy them together.,0.125,0.5,0.5
retold,2,2,We also have a son who we love very much and enjoy taking him to enjoy our hobbies and passions together as a family.,0.375,0.5,0.625
retold,2,7,So with the ring nervously in my pocket we went to dinner and I dont think she even knew.,0.25,0.375,0.5
retold,2,10,I had to finally ask her or I'd have to find another time and be super nervous all over again.,0.125,0.25,0.375
retold,2,13,The resturant printed off the menu for us and it said congrats to us.,0.25,0.375,0.625
retold,2,14,We are now very happy together and have been able to share things equally.,0.375,0.5,0.625
retold,2,15,We live together and share expenses and those things are working out great.,0.0,0.5,0.5
retold,2,16,I'm glad I finally asked her.,0.0,0.125,0.125
imagined,2,4,"Weirdly so, while I was realistic about it, I felt that I was also in denial about many things.",0.25,0.375,0.5
imagined,2,11,She was selfish for a very long time.,0.125,0.25,0.375
imagined,2,20,"I don't really know why I was shocked, though.",0.125,0.25,0.375
recalled,1,5,I don't think that my wife realizes how this is going to impact the kids.,0.125,0.375,0.375
recalled,1,6,"I am so sad, frustrated and upset by all,of this.",0.125,0.625,0.625
recalled,1,7,All I wanted was to restore our family.,0.0,0.375,0.375
recalled,1,8,I miss my wife.,0.25,0.375,0.5
recalled,1,9,I miss being with the kids everyday.,0.25,0.5,0.5
recalled,1,10,I miss us being a family.,0.25,0.375,0.375
recalled,1,14,All I can do is focus on God and be strong for the kids and let them know that we are still a family.,0.125,0.25,0.25
retold,3,0,"This is a story it's about a family who is trying to stay together, at least partially.",0.375,0.5,0.625
retold,3,3,"Unfortunately it's the kids who suffer the most, as they have to deal what's the consequences that are outside of their control.",0.375,0.5,0.5
retold,3,8,You have a husband who is stuck in no man's land.,0.25,0.5,0.5
retold,3,9,The husband will not file for divorce.,0.25,0.375,0.625
retold,3,11,"The parents are separated, the family is separated, do they still do things together.",0.125,0.25,0.375
retold,3,15,"And how can this family move on, when 1 person wants nothing but reconciliation and the other person can't make up their mind.",0.125,0.375,0.375
imagined,1,4,"We rode almost all of the rides, and re-lived our first date.",0.25,0.375,0.625
imagined,1,6,"It was our first time there, and we were a bit overwhelmed with all of the rides and activities there, but we had a great time.",0.125,0.375,0.375
imagined,1,14,The food was amazing.,0.0,0.125,0.125
recalled,3,1,It was a road trip visiting various cities and amusement parks.,0.375,0.5,0.625
recalled,3,2,We chose this because we both love rollercoasters and it fit our budget.,0.125,0.25,0.25
recalled,3,6,Our trip started in Ohio.,0.0,0.625,0.625
recalled,3,8,"Next, we went to Kentucky Kingdom in Louisville, Kentucky.",0.25,1.0,1.0
recalled,3,10,"Our next park was Carowinds, just outside Charlotte North Carolina.",0.25,0.875,0.875
recalled,3,11,We were there long enough for a day in the park and the city.,0.0,0.25,0.25
recalled,3,12,"After this, we went to Kings Dominion in Doswell Virginia.",0.625,0.875,1.0
recalled,3,14,"After a day here, we visited Philadelphia.",0.625,0.75,1.0
recalled,3,16,We toured around the sites and ate plenty of Cheesesteaks and Dinic's roasted pork sandwiches.,0.125,0.5,0.625
recalled,3,17,Our final stop was Toronto and Canada's Wonderland just outside the city.,0.5,0.75,0.875
recalled,3,20,We also stopped on the way there to see Niagara Falls.,0.25,0.625,0.875
retold,2,5,"They had amazing roller coasters, including one named Voyage, that is now in my top five of all time.",0.125,0.25,0.25
retold,2,7,"After that, we went to Kentucky Kingdom.",0.5,0.75,0.875
retold,2,10,"Because of this, we left really early to get to our next destination, Dollywood.",0.625,0.75,1.0
retold,2,13,"We spent two days in Charlotte, where Carowinds is, and then headed to Virginia to go to Kings Dominion.",0.375,0.5,0.75
retold,2,15,We both loved intimidator 305 and Twisted Timbers.,0.125,0.25,0.375
imagined,2,4,"I mindlessly went through my routine, made sure my spouse was ready for work, and dropped my kid off at school.",0.0,0.4285714285714285,0.4285714285714285
imagined,2,6,"Like normal, I just did my job, made some money, ran errands, cleaned the house, and started some things for dinner.",0.0,0.7142857142857143,0.7142857142857143
imagined,2,7,"I had coffee with my friend, chatting about our many responsibilities and how grateful we were for any breaks from spending time with others, how heavy our workloads were and how school gave us a little break in our day from childcare.",0.0,0.5714285714285714,0.5714285714285714
imagined,2,8,"That afternoon, I went to go pick up my kid from school.",0.1428571428571428,0.4285714285714285,0.5714285714285714
imagined,2,19,"Too busy to spend time praying, or doing worthwhile hobbies that I enjoy?",0.0,0.1428571428571428,0.1428571428571428
imagined,2,22,"All the while, the things that truly matter were passing me by.",0.0,0.1428571428571428,0.1428571428571428
imagined,2,23,"I hugged my spouse and child close, and determined that I would no longer miss what's important in life.",0.0,0.4285714285714285,0.4285714285714285
recalled,1,0,Life happens so quickly that sometimes you don't realize how much of it has passed.,0.1428571428571428,0.2857142857142857,0.2857142857142857
recalled,1,1,You just wake up each day and go through the same routine as though you're on auto pilot.,0.2857142857142857,0.4285714285714285,0.5714285714285714
recalled,1,2,"You wake the kids, walk the dog and go to work then the next thing you know the work day is over then it's back home to get ready for bed and start the cycle all over again.",0.0,0.4285714285714285,0.4285714285714285
recalled,1,3,Days turn into weeks and weeks into months and you wonder where the time went while waiting to reach this destination of happiness you've been longing to find for as long as you can remember.,0.0,0.2857142857142857,0.2857142857142857
recalled,1,7,"Sometimes it's brief and sometimes it's replaced by sadness, bitterness, or anger.",0.0,0.1428571428571428,0.1428571428571428
recalled,1,9,"I had been at the same job for almost 7 1/2 years and it has been a great place to work, but felt stuck in a job I just had to go to because I felt it was my only option.",0.0,0.1428571428571428,0.1428571428571428
recalled,1,13,After I actually done this I felt empowered but by the next day I felt terrified because I had devoted 7 1/2 years to a job I had planned to retire from.,0.2857142857142857,0.4285714285714285,0.4285714285714285
recalled,1,15,I had taken the kids to school and it was time for me to get online and work.,0.1428571428571428,0.2857142857142857,0.4285714285714285
recalled,1,19,"I've not only been able to take my kids to school, but I've actually been able to watch my 14 year old son's soccer games and haven't missed a baseball practice for my younger son and we've spent more time hiking and going to the dog park.",0.2857142857142857,0.4285714285714285,0.7142857142857143
retold,3,3,I've been going through the motions of the day and going about my life like a schedule.,0.1428571428571428,0.2857142857142857,0.2857142857142857
retold,3,6,I realize how I need to take the extra time to show my kids how much I love them and not just expect them to just know.,0.1428571428571428,0.5714285714285714,0.5714285714285714
retold,3,8,Everyone needs to truly feel and understand that they're loved which I've realized can't be done on the same monotonous auto pilot mode.,0.0,0.2857142857142857,0.2857142857142857
retold,3,9,It's time to go outside of the norm and truly show it.,0.0,0.1428571428571428,0.1428571428571428
retold,3,11,"By actually showing my love and speaking my truth it has made not only my children much happier and more willing to talk openly to me about what's going on in their lives, but it's also made me so much happier.",0.2857142857142857,0.4285714285714285,0.5714285714285714
retold,3,12,Living on auto pilot happens way to often and I feel like I can't be the only one in the same boat.,0.0,0.1428571428571428,0.1428571428571428
retold,3,13,I feel like my advice when talking with friends and family has really had a positive impact on them as well.,0.0,0.4285714285714285,0.4285714285714285
retold,3,16,I'm so thankful I did because it's made my relationship with my children a much more positive one.,0.1428571428571428,0.7142857142857143,0.7142857142857143
imagined,1,0,I was on my daily game of Dota 2 last week and I had a very intense two hour game that is both stressful yet rewarding.,0.375,0.5,0.625
imagined,1,1,It's always been stressful yet rewarding for me over the thousands of hours I have played in this game but my last week's game stands out than the rest.,0.25,0.375,0.5
imagined,1,2,I picked Crystal Maiden as my hero and I went with another person who played a carry Slark at the bottom lane.,0.25,0.625,0.875
imagined,1,7,"Even though I had a mic, I stayed quiet and just typed 'I'm sorry' on chat whenever he screamed at me.",0.25,0.375,0.625
imagined,1,13,"I would always commend and rate positively my teammates whenever I win, so I did it as well with Slark.",0.0,0.25,0.25
recalled,2,1,"He is an incredibly good player, good student, and is well-liked.",0.125,0.25,0.375
recalled,2,5,"He didn't want to turn the kids in because he felt that that would cause more problems, but he did choose to share his concerns with me -as a way to vent.",0.25,0.625,0.625
recalled,2,7,"I couldn't sleep that night, I was angry at the kids and upset for my son.",0.375,0.625,0.75
recalled,2,9,"The next day, I called the coach and took it upon myself to report the situation.",0.625,1.0,1.0
recalled,2,11,"The coach wound up looking at the security footage from the field for that day, and though he couldn't hear what was being said, he was able to determine who it was, and what was happening.",0.125,0.625,0.75
retold,3,2,He is incredibly smart and gives all tasks his all.,0.125,0.25,0.375
retold,3,3,"He is super friendly, and kind of Ferdinand in that he doesn't like using his size to hurt others.",0.125,0.25,0.375
retold,3,4,"He also is home schooled, because as a parent, I am worried about bullying and the other social factors that cause students to become sidetracked from their studies and lead to emotional problems.",0.375,0.5,0.75
retold,3,7,"Sam was having an especially tough practice, and was confused about the instruction of a particular play - and finally angry because on day 7 Sam didn't know what in the heck a touch back, left tackle was or the different rules that apply to offense and defense yet.",0.5,0.625,0.75
retold,3,10,I briefly spoke to the coach who did NOTHING but say it was FOOTBALL and to toughen up.,0.25,0.5,0.75
retold,3,12,"He seemed a little off that day, but worked hard and had all the plays figured out as he had studied up the night before.",0.125,0.375,0.375
retold,3,14,"After taking a couple of hits, Nate, the snot nosed coach's son, started hollering at Sam to do his job.",0.5,0.625,1.0
retold,3,16,"I'll make you a deal - you stop talking smack about me and treating me like dirt, and I will do my job.",0.25,0.375,0.625
retold,3,22,His mother gasped.,0.125,0.5,0.625
imagined,2,4,We did get together and reminisce about all the good time we had together; including giving him grief about his beloved sports team.,0.2857142857142857,0.4285714285714285,0.7142857142857143
imagined,2,6,It was not too surprising to hear that the funeral will be informal.,0.4285714285714285,0.5714285714285714,1.0
imagined,2,15,The ceremony was nice.,0.0,0.2857142857142857,0.2857142857142857
imagined,2,21,I will miss him dearly.,0.1428571428571428,0.2857142857142857,0.2857142857142857
imagined,2,23,We filled in some people who were unable to attend.,0.1428571428571428,0.2857142857142857,0.4285714285714285
recalled,3,14,"He fought a very good fight with his cancer battle, never giving up hope.",0.0,0.1428571428571428,0.1428571428571428
retold,1,5,Notice was given to all who knew him to come to an informal gathering where he would be remembered.,0.1428571428571428,0.4285714285714285,0.5714285714285714
retold,1,8,There were many in attendance wearing his favorite teams jersey though not all.,0.2857142857142857,0.4285714285714285,0.5714285714285714
retold,1,10,There were tears and laughter of times when he had been and encouragement to different attendees he had worked with.,0.1428571428571428,0.2857142857142857,0.4285714285714285
retold,1,14,A speaker toward the end told of the young man's life while a video played in the background showing him in happier times.,0.2857142857142857,0.4285714285714285,0.7142857142857143
retold,1,17,They miss him of course but it's one of those things in life that we encounter sometimes.,0.1428571428571428,0.2857142857142857,0.4285714285714285
retold,1,19,He'll forever be in our thoughts and remind us to be thankful for those in our lives that our still with us.,0.0,0.2857142857142857,0.2857142857142857
retold,1,20,Good reminder to spend time with our love ones and acknowledge them while they are here.,0.0,0.2857142857142857,0.2857142857142857
imagined,3,15,I begged and pleaded with her not to leave me.,0.375,0.5,0.625
imagined,3,17,I was crushed and began to cry.,0.375,0.625,0.875
imagined,3,18,She left after eating.,0.375,0.5,0.75
imagined,3,19,I couldn't eat and just went to my bed.,0.25,0.5,0.625
recalled,1,5,"Not at all, I thought she was the one.",0.125,0.25,0.375
recalled,1,10,"Her friends (who are still my friends which is odd) told me that they warned me, well I guess I was so in love it would have taken a Mack truck to hit me with it.",0.25,0.625,0.875
recalled,1,14,"So there I am, boxing and storing lady's under garments and unmentionables.",0.25,0.625,0.75
recalled,1,15,"All plates, pans, cooking utensils, eating utensils, sheets, towels, hell even lightbulbs.",0.25,0.5,0.5
recalled,1,17,"I know what a divorce feels like, well except the whole court/lawyer fee thing.",0.125,0.25,0.375
recalled,1,19,"I bought a stainless steel pot set because I liked the look, but I can't cook on it for crap, so I don't use it much.",0.5,0.625,0.75
recalled,1,21,"I kinda wish I wasn't such a smartass and kept some of it, but I wanted her to know I could do it without her.",0.25,0.375,0.375
recalled,1,23,MaybeThe dog thinks so anyway,0.125,0.25,0.25
retold,2,10,"Well, I pack.",0.25,0.375,0.5
retold,2,15,"I repainted rooms, redecorated, tried to make what I built for her mine in a few weeks time.",0.375,0.5,0.625
retold,2,16,"I spent time outside and built a patio, I built furniture that would replace the ones that I bought for her.",0.375,0.5,0.625
imagined,3,0,I've read the full four book lonesome dove series and I consider it to be among the finest of the great western classics.,0.625,0.75,1.0
imagined,3,1,I've also seen the numerous depictions in film of McMurtry's stories.,0.125,0.25,0.375
imagined,3,8,Some of the most profound things I took from the stories were the details surrounding the cultures of the various native american tribes the cowboys encounter along the journeys.,0.375,0.5,0.625
imagined,3,10,It also doesn't surprise me that plains native americans would be so tough and willing to fight to defend themselves given the overall harsh environment of north and west texas.,0.0,0.375,0.375
imagined,3,14,"It is truly one of my favorite books and having grown up in Texas, I some sense of pride imagining that events as romantic if at time brutal  probably took place.",0.25,0.375,0.5
imagined,3,15,It makes me feel at the very least that Texas is as unique a state as we Texans would like to believe and often proclaim.,0.125,0.375,0.375
recalled,1,3,I am also a Texan.,0.125,0.375,0.375
recalled,1,8,Larry McMurtry excels at character development to the point that I felt as though I knew them.,0.125,0.625,0.75
recalled,1,9,He also excels at plots and sub-plots that are very compelling.,0.125,0.375,0.5
recalled,1,11,I was very sad when I finished reading Lonesome Dove.,0.25,0.375,0.5
recalled,1,13,I wondered what I was going to do for reading next.,0.125,0.25,0.25
recalled,1,14,I ended up researching similar books written by Larry McMurtry.,0.375,0.5,0.75
retold,2,0,I finished a book I have been reading for the last few days.,0.5,0.75,0.875
retold,2,8,The book had very rich character development.,0.25,0.375,0.5
retold,2,9,"There were good guys, bad guys, and in-between guys.",0.125,0.25,0.25
retold,2,15,It is very colorful in terms of the language.,0.0,0.125,0.125
imagined,3,5,I celebrated in a big style with my family and friends.,0.375,0.875,1.0
imagined,3,6,My mom gave me a big hug and had some tears.,0.375,0.5,0.75
imagined,3,7,My dad shook my hand and also had tears.,0.25,0.5,0.625
imagined,3,8,My friends all jumped up and down at the ceremony.,0.25,0.5,0.75
imagined,3,9,We all had a great time.,0.125,0.25,0.25
imagined,3,10,I had some tears that I was finally done with school.,0.125,0.375,0.375
imagined,3,11,We all went out for some pizza to celebrate.,0.125,0.75,0.875
imagined,3,12,I got a meat lovers by myself.,0.125,0.25,0.375
imagined,3,13,I barely finished the pizza.,0.125,0.25,0.375
imagined,3,14,I will remember this forever.,0.0,0.25,0.25
recalled,2,1,I had planned out my to do list as usual prior to the day.,0.125,0.25,0.375
recalled,2,4,I called the assistant too.,0.125,0.625,0.75
recalled,2,6,I thought i was going to loose it .,0.125,0.375,0.375
recalled,2,8,I called my friend who introduced me to this company .,0.25,0.625,0.875
recalled,2,10,Waited another 15 minutes for my friends feedback.,0.125,0.5,0.5
recalled,2,12,I had no option than to accept his apology even though i was furious.,0.25,0.375,0.625
recalled,2,13,He brought my cloth eventually and my friend came in too not long after .,0.375,0.5,0.75
recalled,2,14,We headed out .,0.125,0.5,0.5
recalled,2,15,I arrived  in time for my graduation.,0.125,0.5,0.625
recalled,2,16,Family and friends are present already.,0.0,0.25,0.25
recalled,2,17,"We merry ,laughed.",0.125,0.25,0.375
recalled,2,18,I was presented my award .I also took pictures with my other graduates .,0.25,0.375,0.375
recalled,2,19,It was a memorable experience and overwhelming too.,0.125,0.375,0.375
recalled,2,20,"My family were happy for me,.They were proud of me too.. My mum especially could not hide her joy.",0.125,0.375,0.375
recalled,2,21,We had after party with friends.,0.375,0.5,0.75
recalled,2,22,"I went back home to my family ,we prayed ,eat and merry.",0.125,0.5,0.5
recalled,2,23,It was a sweet memory.,0.0,0.125,0.125
retold,1,4,"Just when we thought it was over, we planned to have some time out as buddies who just graduated.",0.25,0.5,0.625
retold,1,5,we went partying at a club downtown.,0.375,0.5,0.75
retold,1,6,It was fun all night.,0.0,0.25,0.25
retold,1,8,The girls were dancing and happy.,0.125,0.375,0.5
retold,1,9,The guys were having good laughs and drinks.,0.125,0.375,0.375
retold,1,11,we really had mad fun all this while till when suddenly.,0.125,0.25,0.25
retold,1,14,I think he had too much to drink not considering his health.,0.0,0.25,0.25
retold,1,17,By this time we took him ot of the club.,0.125,0.5,0.5
retold,1,19,He only wants to go home as he was hungover .,0.125,0.25,0.375
retold,1,20,We left the party and headed to his apartment some miles away from the club.,0.125,0.625,0.75
retold,1,21,"When we go to his apartment, He had his shower and was calm.",0.125,0.625,0.625
retold,1,23,He was calm afterwards.,0.0,0.5,0.5
retold,1,24,Daniel decided to stay with him to keep eye on him.,0.125,0.375,0.5
retold,1,25,We left his place to our various homes after all the party was over.,0.125,0.5,0.5
retold,1,26,"I left for my place and when i got home ,dinner was set.",0.25,0.375,0.5
retold,1,27,Had dinner with my family.,0.25,0.375,0.625
retold,1,28,I checked on my buddy from the club earlier and my friend [Daniel] told me he was okay.,0.0,0.625,0.625
imagined,2,3,"Now that I have health insurance, I decided to get my eyes checked and see if there was anything that could be done.",0.25,0.75,0.875
imagined,2,5,He reassured me that it was a safe procedure and would greatly improve the appearance.,0.25,0.375,0.625
imagined,2,6,"I didn't really need much time to think it over, and I immediately signed up for an appointment scheduled for three months later.",0.125,0.625,0.625
recalled,1,9,"So, I scheduled an appointment with a surgeon and had an evaluation done.",0.125,0.625,0.625
recalled,1,11,The surgeon worked with me for several minutes and finally my eyes adjusted some.,0.125,0.375,0.5
recalled,1,14,I talked to my husband about the situation and he thought it was a good idea to have the surgery done.,0.125,0.5,0.625
recalled,1,16,"I told her that if this was the case, I was not interested, because we had already paid $600 out of pocket for the first evaluation.",0.25,0.375,0.625
recalled,1,19,"My crossed eyes have always caused people to look at me a little funny and some companies have not wanted to hire me, thinking there was something wrong with me.",0.0,0.25,0.25
retold,3,6,I told him that I was and his office referred me to an eye surgeon the next day.,0.25,0.625,0.75
retold,3,9,"Long story short, I went ahead and scheduled the eye surgery.",0.625,1.0,1.0
retold,3,15,Recovery went well.,0.125,0.25,0.375
retold,3,16,I basically rested and didn't do much of anything while my husband took care of the house and our girls.,0.25,0.375,0.5
imagined,2,4,I cried in private and in public.,0.625,0.75,1.0
imagined,2,7,The next stop was to my best friend's wake.,0.5,0.75,0.875
imagined,2,9,No amount of condolences could ever made this right.,0.125,0.25,0.25
imagined,2,13,I am still so far negative.,0.25,0.375,0.375
recalled,3,8,She perked up for a little while and I placed her on her bed on the floor to spend some time with her before I called the vet.,0.5,0.75,1.0
recalled,3,9,I held her head on my lap and pet her.,0.0,0.625,0.625
recalled,3,10,This day was also the memorial service for my uncle that had just passed away.,0.375,0.5,0.75
recalled,3,12,It seemed like it happened so quickly.,0.125,0.375,0.5
recalled,3,13,One moment she was there.,0.0,0.375,0.375
recalled,3,15,I had never felt more alone in my life than I did at that moment.,0.25,0.5,0.625
retold,1,4,There was no way that I was leaving my dog alone.,0.125,0.25,0.375
retold,1,6,I played her songs that we had listened to together over the years.,0.25,0.5,0.75
retold,1,7,She was mostly quiet as I stroked her head.,0.0,0.5,0.5
retold,1,8,I told her stories about our life together.,0.25,0.375,0.5
retold,1,10,I told her that it was okay to go.,0.25,0.375,0.625
retold,1,11,It would hurt me worse than I could imagine but I had to let her go.,0.25,0.375,0.5
retold,1,16,I felt like my heart was literally ripped out.,0.5,0.625,0.75
imagined,1,4,This threw the family into chaos.,0.25,0.375,0.375
recalled,2,3,She is healthy and that is happy.,0.0,0.25,0.25
recalled,2,7,She has no job and has tattoos all over her body.,0.25,0.375,0.5
retold,3,7,I try to help the baby to be healthy mentally and physically.,0.25,0.375,0.375
retold,3,9,This morning I cleaned up the baby bottles and high chair.,0.25,0.875,0.875
retold,3,11,I just got through feeding the baby lunch.,0.125,0.625,0.75
retold,3,12,I'll be alone with her until about six tonight.,0.125,0.25,0.375
retold,3,13,"In truth, I am a sort of part time mother to her.",0.25,0.375,0.5
retold,3,14,It will soon be time to put her down for a nap.,0.125,0.375,0.5
retold,3,17,I worry all the time about what will happen if CPS gives her back to her mother.,0.125,0.25,0.25
imagined,2,2,We planned out everything.,0.125,0.375,0.375
imagined,2,6,I didn't know why this was happening to me.,0.0,0.125,0.125
imagined,2,11,"That helped us, but we still couldn't get over it.",0.125,0.25,0.25
imagined,2,13,I'm still not over it.,0.125,0.25,0.25
imagined,2,14,"I don't want to get my hopes up again and then have to have them crushed, and I don't think my husband does either.",0.125,0.25,0.25
imagined,2,15,"Hopefully in the next year, I will be back to normal.",0.0,0.125,0.125
recalled,1,4,I still don't really know how to feel.,0.0,0.25,0.25
recalled,1,11,I feel like this entire thing went by so fast.,0.125,0.25,0.25
retold,3,5,It was at the time.,0.0,0.125,0.125
retold,3,11,"Once the fetus came out, the pain reduced a lot, although it was still painful.",0.375,0.5,0.625
retold,3,14,My life will never be the same.,0.375,0.5,0.5
imagined,3,1,He was so cute.,0.0,0.375,0.375
imagined,3,2,He did struggle in his cage but that's okay.,0.125,0.375,0.5
imagined,3,3,Once we landed I let him out to run around.,0.125,0.625,0.75
imagined,3,4,He was so happy to get off.,0.125,0.375,0.5
imagined,3,5,THe first thing he did was run around and lay in the grass in the sun.,0.25,0.5,0.75
imagined,3,7,I love my turtle so much.,0.0,0.5,0.5
imagined,3,9,I asked his parents if it was okay and they said yes.,0.375,0.5,0.75
imagined,3,12,I was so upset.,0.0,0.375,0.375
imagined,3,15,I was so mad at that little brat.,0.25,0.375,0.5
imagined,3,17,That is the last time I let a kid touch my pet turtle.,0.125,0.25,0.375
recalled,2,2,"So, of course, I had to bring my turtley son along with.",0.0,0.5,0.5
recalled,2,5,Poor guy.,0.125,0.375,0.375
recalled,2,6,Sorry lil buddy.,0.0,0.125,0.125
recalled,2,7,"He did get to meet the TSA, who allowed him to bypass the x ray machine.",0.25,0.625,0.875
recalled,2,8,(I was worried about health effects for my boy!),0.0,0.125,0.125
recalled,2,10,Or maybe drugs?,0.125,0.25,0.375
retold,1,8,I guess he's just that HOT looking haha.,0.125,0.25,0.25
retold,1,10,"They swabbed him down, found nothing of course, and then we were off to wait for the airplane.",0.25,0.625,0.75
retold,1,11,Rocky was NOT a fan of the box by the way.,0.0,0.25,0.25
retold,1,13,"When it was open, however, he'd chill and peek his lil turtley head up and out, taking in the sights.",0.125,0.25,0.375
retold,1,14,He got to meet several curious travelers including one delighted lil toddler whose mother was v charmed by my personable lil guy.,0.25,0.5,0.625
retold,1,16,Could not open the box and take him out midflight.,0.125,0.25,0.25
retold,1,17,"Seemed risky, didn't want him getting loose and causing a panic, or even worse, getting hurt.",0.125,0.25,0.25
imagined,3,1,"As a teenager, you never saw me without my Nikon.",0.0,0.375,0.375
imagined,3,2,I was always in the photo lab at school.,0.0,0.375,0.375
imagined,3,3,"Even in my senior photo, I've got a camera around my neck.",0.125,0.625,0.625
imagined,3,5,Working at the photo mart in the mall in high school was my launch into my career.,0.0,0.625,0.625
imagined,3,13,The sky is the limit.,0.0,0.125,0.125
imagined,3,14,"The last three months since my picture appeared, I've been getting calls from all around the world.",0.375,0.5,0.75
recalled,2,1,I was very excited.,0.0,0.125,0.125
recalled,2,2,"When I first found out that one of my photos was going to be published, I was so excited and overjoyed that I cried happy tears and could not thank God, enough!",0.0,0.375,0.375
recalled,2,4,I called my husband and told him the great news!,0.0,0.75,0.75
recalled,2,5,He was thrilled for me and gave me huge congratulations!,0.0,0.25,0.25
recalled,2,6,I also called or text other family members to tell them the good news as well.,0.0,0.625,0.625
recalled,2,7,They were also very excited!,0.125,0.25,0.25
recalled,2,8,The photo that was published was a portrait of my son.,0.375,0.5,0.75
recalled,2,9,This made the event even more special.,0.125,0.25,0.25
recalled,2,10,When I got the magazine in the mail I was so happy!,0.0,0.375,0.375
recalled,2,11,I showed the magazine to my son and showed him his portrait and he was very excited as well.,0.125,0.625,0.625
recalled,2,13,Everyone in the family was ecstatic!,0.125,0.375,0.5
recalled,2,14,This was a very joyous memory for me in my photography career and definitely a great memory.,0.0,0.125,0.125
retold,1,5,"I was so excited when I found out I just kept thanking God, and cried tears of joy!",0.125,0.25,0.375
retold,1,6,I messaged my husband to tell him the news!,0.0,0.625,0.625
retold,1,7,He was so excited and happy for me and was very supportive.,0.0,0.375,0.375
retold,1,8,I also messaged some family members and they were also very happy to hear the news.,0.125,0.5,0.625
retold,1,9,Everyone was very happy about the news and that was great!,0.0,0.25,0.25
retold,1,10,I ordered a copy of the magazine and couldn't wait for it to come in.,0.0,0.625,0.625
retold,1,11,When it came in I was brimming with excitement!,0.0,0.375,0.375
retold,1,12,I was overjoyed when I opened the magazine and saw my portrait!,0.125,0.25,0.375
retold,1,13,I couldn't believe how great it looked!,0.25,0.375,0.375
retold,1,14,I showed it to my child and they were also very excited to see their portrait in the magazine.,0.125,0.875,0.875
retold,1,15,This was such an exciting time and great milestone as a photographer.,0.0,0.125,0.125
imagined,3,7,"I went straight to see our family doctor fortunately, I met him on a good condition, He attended to me.",0.125,0.375,0.5
imagined,3,8,I explained to him exactly how i was feeling and from my explanation he could figure out what could be happening.,0.125,0.25,0.25
imagined,3,10,I was placed on medication and was given medicine.,0.0,0.875,0.875
imagined,3,11,I left and started using this pills and a change begin to happen the next day.,0.375,0.5,0.75
recalled,2,1,"It began the same, mid way also.",0.125,0.25,0.375
recalled,2,5,"It was intense, extreme, unbearable.",0.25,0.375,0.5
recalled,2,8,"Being that I suffer from anxiety and am getting up there in age, I began to worry.",0.25,0.5,0.625
recalled,2,10,I contemplated my options all the while suffering.,0.125,0.25,0.375
recalled,2,12,A local Urgent Care?,0.125,0.25,0.375
recalled,2,14,It was almost as if I was bitten by a poisonous creature.,0.125,0.25,0.375
recalled,2,16,So many things raced through my mind.,0.0,0.25,0.25
recalled,2,20,I was given antibiotics and went home.,0.125,0.75,0.75
recalled,2,21,I have since fully recuperated thankfully.,0.375,0.5,0.625
retold,1,1,"After the Urgent Care visit and the pain subsided, I worried it might come back.",0.25,0.5,0.625
retold,1,2,"The whole day I kept ice firmly pressed against the area, trying my best to keep it at bay.",0.125,0.75,0.875
retold,1,3,The anxiousness and anxiety it caused was not good.,0.125,0.625,0.625
retold,1,4,"It kept me from sleeping or focusing well, and also from working.",0.0,0.5,0.5
retold,1,6,Will the infection return?,0.0,0.5,0.5
retold,1,8,"Now, I make sure to rinse daily with this unique mouth wash and so far it's been pretty positive.",0.125,0.5,0.625
retold,1,11,"Wisdom Teeth come in around 17 years of age, or start to and eventually become impacted.",0.0,0.375,0.375
retold,1,12,"Impaction leads to vision problems, pain, on site infection, and shifting teeth among other things.",0.125,0.375,0.5
retold,1,14,"While I personally do not want to undergo wisdom tooth extraction, I definitely recommend it if you suffer.",0.0,0.25,0.25
recalled,1,2,I have been so depressed i couldnt even very out of bed i just been hating myself.,0.25,0.5,0.625
recalled,1,6,I can blame anyone but myself my mom once told me before she left that no one is going to love me like my family is going to love me.,0.25,0.5,0.625
recalled,1,12,Have mercy on me have mercy on my soul.,0.0,0.125,0.125
recalled,1,13,I cannot forgive myself at least not yet i am trying and trying.,0.25,0.375,0.5
retold,3,2,I feel like i am worthless and ugly and no one can ever love me.,0.25,0.375,0.5
retold,3,7,My mom tried to tell me though she tried to tell me to take care of myself.,0.25,0.5,0.625
retold,3,8,Now i am going to try to regain my pothetic life and see were i left off.,0.25,0.375,0.5
retold,3,11,What can i do who can help me i just need someone as a friend right now.,0.25,0.375,0.5
imagined,3,0,"4 months ago i kept my baby boy seated on the floor of my living room, playing with his toys, i removed my eyes from him for about 2 minutes cause i need to reply tomy messages online.",0.125,0.25,0.375
imagined,3,3,"when this happened some thought came to my mind, that my baby could now begin to crawl.",0.25,0.375,0.5
imagined,3,6,so i felt a great sigh of relief and i was so happy and proud of him.,0.125,0.25,0.375
imagined,3,8,"From straightforward assignments like sitting up or lifting their head to more progressed developments like rolling over, these small accomplishments are continuously inspiring.",0.125,0.375,0.5
recalled,2,3,I love to watch him explore his world and interact with things.,0.375,0.625,0.75
recalled,2,6,We have had to move a lot of things to higher places that he cannot reach.,0.375,0.5,0.75
